,stop,alightings
459,Cheverly Ave at Euclid St,7.0
6,1380 SOUTHERN AVENUE,7.0
129,8301 Professional Pl,7.0
879,OXON HILL ROAD AT CROSS FOXES DR,7.0
1033,Rhode Island Ave at 41st Place,7.0
182,Addison Rd at Wilburn Dr,7.0
1115,SOUTHERN AVENUE & WHEELER ROAD AM NS,6.0
37,28th Pl at Upshur St,6.0
155,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,6.0
1032,Rhode Island Ave at 41st Pl,6.0
837,Mattowoman Beantown Rd at MTA Park and Ride Lot,6.0
1269,Village Dr West at Eyre Dr South,6.0
975,Pennsy Dr at Landover Metrorail Station,6.0
256,Baltimore Ave at Amherst Rd,6.0
401,Campus Way S at Treetop Condo,6.0
619,Greenhill Rd at Orange Ct,6.0
92,5023 Riverdale Rd,6.0
909,Old Marlboro Pike at Peerless Ave,6.0
444,Central Ave at Ventura Ave,6.0
130,8325 Ardwick-Ardmore Rd,6.0
2,10147 Campus Way South,5.0
769,Largo Rd at Homestated,5.0
945,Oxon Hill Rd at Kerby Pkwy,5.0
953,Oxon Hill Rd at Tanger Blvd,5.0
88,42nd Ave at Queensbury Rd,5.0
1119,STARS ENTRANCE GAYLORD HOTEL,5.0
61,38th St at Upshur St,5.0
1012,Queensbury Rd at 46th Ave,5.0
146,ALLENTOWN ROAD & JOCELLE COURT,5.0
140,ALLENTOWN ROAD & BRINKLEY ROAD,5.0
1216,TUCKER ROAD & BOCK ROAD,5.0
648,Hanover Pkwy at Lake Park Dr,5.0
576,GRAND BLVD,5.0
1145,Silver Hill Rd at Penn Station,5.0
342,Brightseat Rd at Arena Dr (Campus Way),5.0
1205,Suffolk Ave at Bend St,5.0
1162,Southern Ave at Forest Hills Apts,5.0
341,Brightseat Rd at Arena Dr,5.0
469,Chillum Rd at 21st Pl,4.0
291,Belcrest Rd at PG Plaza Sta Entrance,4.0
445,Central Ave at Xenia Ave,4.0
443,Central Ave at Vale Pl,4.0
388,Brown Station Rd at Dille Dr,4.0
584,Garrett A. Morgan Blvd at SGT. Hartman Ln,4.0
1111,SOUTHERN AVENUE & GREATER SE HOSPITAL,4.0
404,Campus Way South at Harry S Truman Dr,4.0
609,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(AM),4.0
384,Brooke Rd at Highview Pl,4.0
117,7800 Sheriff Rd - out,4.0
895,Old Crain Hwy at Villiage Drive West,4.0
1206,Suffolk Ave at Central Ave,4.0
519,DWI Facility,4.0
1217,TUCKER ROAD & MARIE DRIVE,4.0
955,Oxon Hill at Joellyn Ct,4.0
51,3807 Old Crain Hwy - opposite,4.0
518,Cypress Tree Drive at Juniper Tree Lane,4.0
165,ALLENTOWN WAY & ALLENTOWN ROAD,4.0
1214,TUCKER RD & ALLENTOWN RD,3.0
1135,Sheriff Rd at Glen Willow Dr - North Side,3.0
709,John Rogers Blvd at Ascott Dr,3.0
515,Cypress Tree Dr at Juniper Tree Ln,3.0
1256,University Blvd at 23rd Ave,3.0
343,Brightseat Rd at Arena Dr (Largo),3.0
1083,Riverdale Rd at 60th Pl,3.0
456,Cheverly Ave at Belleview Ave,3.0
1100,Rollins Ave at 1507 Rollins Ave,3.0
1036,Rhode Island Ave at Alt Rte 1,3.0
126,8214 Sheriff Rd,3.0
482,College Park Station - Arrival,3.0
627,Halloway South at Village Dr West,2.0
355,Brightseat Rd at McLain Av,2.0
101,5700 Columbia Park Rd (Opposite),2.0
1028,Rhode Island Ave at 34th St,2.0
344,Brightseat Rd at Bishop Peebles Dr,2.0
144,ALLENTOWN ROAD & DODGE LANE,2.0
207,Allentown Rd at Robin Ln,2.0
1027,Rhode Island (US RTE 1) at Mount Rainer Terminal,2.0
436,Central Ave at Quire Ave,2.0
156,ALLENTOWN ROAD & TEMPLE HILL ROAD AM FS,2.0
133,8440 Ardwick-Ardmore Rd,2.0
137,9617 Lottsford Road,2.0
145,ALLENTOWN ROAD & GENNENE LANE,2.0
311,Bock Rd at National Christian Academy (6700),1.0
310,Bock Rd at Belfast Drive,1.0
162,ALLENTOWN ROAD & WEBSTER LANE,1.0
1219,TUCKER ROAD & RIDGEVALE AVENUE,1.0
946,Oxon Hill Rd at MGM Employment Center,1.0
899,Old Marlboro Pike at Atherstone Terrace,1.0
1190,St Barnabas Rd at Frazier Dr,1.0
731,LIVINGSTON ROAD AT FORT WASHINGTON MEDICAL CENTER,1.0
1220,TUCKER ROAD & RIDGEVALE ROAD,1.0
1082,Riverdale Rd at 5800 Block,1.0
1112,SOUTHERN AVENUE & OPPOSITE GREATER SE HOSPITAL,1.0
913,Old Marlboro Pike at Spring Dr,1.0
690,INDIAN HEAD HIGHWAY & TALBERT STREET,1.0
27,2810 TUCKER ROAD,1.0
785,Lords Landing Rd at Lord Fairfax Pl,0.0
1161,Southern Ave at Forest Hills Apartment,0.0
1221,TUCKER ROAD & ROSE MARIE DRIVE,0.0
115,7800 Eaton Sq Apts,0.0
1117,SOUTHERN AVENUE & WHEELER ROAD PM NS,0.0
50,3807 Old Crain Hwy,0.0
1290,Willow Hill Dr at Hill Rd,0.0
1045,Rhode Island Ave at Wallace Rd,0.0
1110,SOUTHERN AVENUE & FOREST HILLS APARTMENTS,0.0
887,Old Alexandria Ferry Rd at Poplar Hill Ln,0.0
760,Largo Dr at Kirkham Ln,0.0
