,stop,alightings
1026,Ray Rd at Madison St,341.0
531,District Heights Pkwy at Rochelle Ave,339.0
1070,Ritchie Rd at Vineyard Dr,338.0
406,Campus Way South at PGCC Perimeter Rd,338.0
939,Oxon Hill Fringe Parking Lot at Bus Bay F,337.0
944,Oxon Hill Rd at John Hanson Ln,334.0
30,28th Ave at Kenton Pl,334.0
299,Benning Rd at Drum Ave,334.0
25,2400 Chillum Rd,334.0
49,34th St at Otis St,333.0
467,Chillum Rd at 18th Ave,331.0
639,Hampton Park Boulevard at Edgeworth Dr,329.0
633,Hamilton St at 38th Ave,329.0
790,Lottsford Rd at Zachery St,325.0
1196,St Barnabas Rd at Raleigh Rd,322.0
335,Breezewood Dr at Cherrywood Ln,319.0
977,Pennsylvania Ave at Forestville Rd,319.0
571,Fisher Rd at St. Moritz Dr,318.0
287,Belcrest Rd at 6505 Belcrest Rd,318.0
1068,Ritchie Rd at Roslyn Ave,317.0
832,Marlboro Pike at Walters Ln,312.0
53,38th St at Bunker Hill Rd,312.0
1252,Toledo Rd at Adelphi Rd,310.0
241,Auburn Ave at 1st St,308.0
1279,Walker Mill Drive at Shady Glen Drive,306.0
872,New Carrollton Station Bay K,305.0
1093,Riverdale Rd at Heritage Square Apts,304.0
739,Lamont Dr at Lamont Pl,304.0
719,Kenilworth Ave at Nicholson St,304.0
105,5846 ALLENTOWN WAY,302.0
1179,Southway at 7 Court,300.0
858,Nalley Rd at Capital View Dr,299.0
789,Lottsford Rd at McCormick Dr,299.0
136,9400 Peppercorn Pl,298.0
801,MLK Jr Hwy at Columbia Park Rd,297.0
753,Landover Rd at Annapolis Rd,297.0
100,5600 54th Ave,296.0
1042,Rhode Island Ave at Mt Rainier,296.0
385,Brooks Dr at Marlboro Pike,295.0
1168,Southern Ave at Park Southern Apts,294.0
377,Brinkley Rd at Rose Croft Shopping Center,294.0
1249,Temple Hill Rd at Weldon Dr,294.0
847,McCormick Dr at UMUC (opposite),293.0
1148,Silver Hill Rd at Suitland Rd,293.0
222,Annapolis Rd at Edmonston Rd,291.0
1087,Riverdale Rd at 64th Ave,290.0
638,Hampton Park Boulevard at East Hampton Dr,290.0
1065,Ritchie Rd at Ritchie Dr,290.0
1170,Southern Ave at Southview Dr,287.0
860,Nalley Rd at East Nalley Rd,287.0
778,Largo Rd at Watkins Park Dr,286.0
99,54th Ave at Jefferson St,285.0
942,Oxon Hill Rd at 6246 Oxon Hill Rd,282.0
507,County Service Building,282.0
793,MLK Jr Hwy at 65th Ave,281.0
89,4412 Suitland Rd (Opposite),280.0
640,Hampton Park Boulevard at Hampton Mall Dr,279.0
761,Largo Rd  at Water Foul Way,278.0
1127,Sheriff Rd at Belle Haven Dr,278.0
224,Apollo Dr at Arena Dr,278.0
722,Kipling Pkwy at Brewton St,277.0
1024,Ray Rd at Cypress Creek Dr,275.0
334,Brandywine Road at Surrats Road,274.0
1277,WILSON BRIDGE DRIVE,270.0
97,5295 85th Ave,270.0
941,Oxon Hill Rd at 6201 Oxon Hill Plaza,270.0
221,Annapolis Rd at Bladensburg Elem. School,269.0
1265,Valley Trail Ln at Catesby Ct,264.0
1125,Sargent Rd at Rollingcrest Commons,262.0
225,Apollo Dr at Lottsford Rd,262.0
428,Central Ave at Brightseat Rd,261.0
569,Fisher Rd at Heather Hill,260.0
1092,Riverdale Rd at Fountainbleau Dr,260.0
986,Piscataway Rd at Brandywine Rd,259.0
655,Harry S Truman Dr at Birdie Ln,258.0
1011,Queensbury Rd at 44th Pl,257.0
476,Clairfield Lane - Arrival,255.0
512,Crescent Rd at Lastner Ln,252.0
303,Bladensburg Rd at 40th Ave,251.0
614,Greenbrook Dr at Hanover Pkwy,250.0
981,Peppermill Dr at Canyon Dr,250.0
818,Manor at Victoria Park,250.0
863,Nalley Rd at Michele Ct,250.0
930,Owens Rd at Kennebec St,249.0
630,Hamilton St at 35th Ave,249.0
46,3404 Dodge Park Rd,248.0
362,Brinkley Rd at Bushey Dr,246.0
536,Donnell Dr at Marlboro Pike,245.0
826,Marlboro Pike at Melwood Mall,245.0
940,Oxon Hill Rd at 6192 Oxon Hill Rd,244.0
1281,Walker Mill Rd at Rochell Ave,242.0
952,Oxon Hill Rd at Rivertown Commons(6135),242.0
1000,Queen Chapel Rd at Queensbury Rd,241.0
764,Largo Rd at Buck Ln,240.0
47,3417 Dodge Park Rd,240.0
1034,Rhode Island Ave at 42nd Pl,239.0
1021,Raleigh Rd at Olson St,239.0
48,34th St at Bunker Hill Rd,239.0
59,38th St at Shepherd St,238.0
748,Landover Rd at 56th Ave,237.0
831,Marlboro Pike at Upland Ave,236.0
917,Old Pike Way at Dower House Rd,233.0
223,Annapolis Rd at Riverdale Rd,233.0
322,Brandywine Rd at Horshoe Rd,232.0
76,4205  Suitland Rd,232.0
1159,Southern Ave at C St,231.0
882,Old Alexandria Ferry Rd at Bellefonte Ln,229.0
514,Crescent Rd at Ridge Rd,228.0
812,Madison St at Timber Creek Dr,227.0
1204,Stuart at Surrats,227.0
271,Baltimore Ave at Knox Rd,226.0
261,Baltimore Ave at Cherry Hill Road,226.0
1010,Queensbury Rd at 44th Ave,226.0
114,7602 Riverdale Rd,224.0
297,Beltway Plaza Shopping Center,223.0
823,Marlboro Pike at Kipling Pkwy,222.0
393,CAMPUS WAY NORTH AT LADY GROVE ROAD,221.0
199,Allentown Rd at Coolridge Rd,219.0
554,Elm St at Gov Oden Bowie Dr,219.0
80,42nd At Jefferson St,218.0
430,Central Ave at Cindy Ln,218.0
670,Highview Pl at Sunbury Ct,217.0
288,Belcrest Rd at Opp. PG Plaza Station,217.0
331,Brandywine Road at Brooke Jane Drive,216.0
631,Hamilton St at 36th Ave,214.0
523,Denise Dr at Epworth Way,214.0
379,Brinkley Rd at Shopton Pl,213.0
320,Brandywine Rd at Clinton Way,212.0
215,Annapolis Rd at 48th St,211.0
578,Gallatin St at 43rd Ave,211.0
566,Fisher Rd at Clow Ct,211.0
1296,Woodyard Rd at Autumn Way,211.0
191,Ager Rd at Oglethorpe St,210.0
883,Old Alexandria Ferry Rd at Heflin Dr,210.0
868,New Carrollton Station,210.0
279,Baltimore Ave at Riverdale Rd,207.0
380,Brinkley Rd at Summerhill Rd,207.0
1052,Ritchie Rd at Alberta Dr,206.0
735,Lafayette Ave at Queensbury Rd,205.0
922,Old Silver Hill Rd at Parkland Dr,204.0
489,Columbia Park Rd at Columbia Pl,204.0
668,Highview Pl at Keyworth Ct,203.0
603,Greenbelt Rd at Greenbelt Park Entrance,202.0
20,23rd Ave at Drexel St,202.0
277,Baltimore Ave at Queensbury Rd,202.0
12,14th Ave at Langley Way,201.0
528,District Heights Pkwy at Breton Dr,201.0
17,23rd Ave at Amherst Rd,201.0
585,Goddard Space Flight Center Main Gate (Northbound),199.0
1244,Temple Hill Rd at Santeetlah Dr,198.0
493,Columbia Park Rd at Stanford Court,197.0
1080,Riverdale Rd at 54th Ave,196.0
565,Fisher Rd at Brinkley Station Dr,196.0
280,Baltimore Ave at Rossborough Ln,196.0
24,23rd Ave at Woodberry St,196.0
332,Brandywine Road at Dennison Drive,195.0
272,Baltimore Ave at Lakeland Rd,195.0
700,Indian Head Highway at Southern Ave,194.0
678,Hillside Rd at Laurel Hill Rd,194.0
1013,Queensbury Rd at Baltimore Ave,194.0
23,23rd Ave at Sheridan St,193.0
390,CAMPUS WAY AT NORTH AT ST. JOSEPHS DRIVE,193.0
217,Annapolis Rd at 53rd St,192.0
405,Campus Way South at Joyceton Dr,189.0
967,PGCC Perimeter Rd at Bickford,189.0
564,Fieldstone Way,189.0
95,5150 Annapolis Rd,189.0
641,Hampton Park Boulevard at Steeplechase,188.0
1153,Southern Ave at 13th St SE,188.0
807,MLK Jr Hwy at Sheriff Rd,188.0
473,Chillum Rd at Queens Chapel Rd,188.0
1055,Ritchie Rd at D'arcy Rd,187.0
366,Brinkley Rd at Glen Oak Dr,187.0
635,Hamilton St at 3900,187.0
791,MERCANTILE LN AT 1400 MERCANTILE LANE,187.0
1058,Ritchie Rd at Farrs Ln,186.0
742,Lamont Dr at Quentin St,186.0
729,Kipling Pkwy at Ritchie Rd,186.0
486,Columbia Park Rd at Beaver Rd,186.0
625,Gwendolyn Britt Center,186.0
612,Greenbelt Station Parkway at Streambank Lane,185.0
1261,Upshur St at 29th St,185.0
70,4106 Whitehall Square Apts,185.0
1103,Rollins Ave at Rollins Ln,185.0
432,Central Ave at Garrett A Morgan Blvd,185.0
1267,Village Dr West at Bishopmill Dr,183.0
726,Kipling Pkwy at Harwood Rd,182.0
590,Good Luck Rd at Cathedral Ave,182.0
889,Old Branch Ave at 6811 Old Branch Ave,182.0
1005,Queens Chapel Road at Queensbury Rd,181.0
1019,Rainier Ave at Upshur St,181.0
814,Mandan Rd at Canning Terr,181.0
150,ALLENTOWN ROAD & OLD BRANCH AVENUE,180.0
1176,Southern Rd at Wheeler Rd,180.0
302,Bladensburg Rd at 38th St,179.0
647,Hanover Pkwy at Hunting Ridge Club Apts,179.0
773,Largo Rd at Largo Landing,179.0
1295,Woody Terrace at Woodyard Road,178.0
696,Indian Head Highway (MD. RTE. 210) at Southern Ave,178.0
35,28th Pkwy at Fairlawn St,178.0
530,District Heights Pkwy at Marbury Ct (W),178.0
488,Columbia Park Rd at Clarkson Way,177.0
77,4211 Suitland Rd (Opposite),176.0
924,Opposite of Rose Croft Shopping Center,176.0
213,Allentown Way at Allentown Rd,175.0
937,Owens Rd at Woodland Blvd,174.0
31,28th Pkwy at 27th Ave,173.0
815,Mandan Rd at Greenbelt Rd,173.0
260,Baltimore Ave at Cherokee St,172.0
820,Marlboro Pike at Forest Run Dr,172.0
262,Baltimore Ave at East-West Hwy,172.0
464,Cheverly Ave at Montrose Rd,172.0
64,38th St at Windom Rd,171.0
1192,St Barnabas Rd at Gateway Square Apts,170.0
427,Central Ave at Bayou Ave,170.0
1008,Queensbury Rd at 41st Ave,170.0
755,Landover Rd at Firehouse Rd,170.0
1233,Temple Hill Rd at Henderson Rd,168.0
1198,St Barnabas Rd at Wheeler Rd,167.0
201,Allentown Rd at Karen Anne Dr,167.0
779,Largo Rd at West Kettering Dr,167.0
185,Ager Rd at 23rd Ave,166.0
884,Old Alexandria Ferry Rd at Highland Meadows Dr,166.0
538,Donnell Drive at Marlboro Pike,166.0
8,1400 McCormick Dr,164.0
605,Greenbelt Rd at Lakecrest Dr,164.0
1240,Temple Hill Rd at Piscataway Rd,163.0
1276,Volta Ave at Rhode Island Ave,163.0
813,Mandan Rd at 7648 Mandan Rd,163.0
1069,Ritchie Rd at Truck Way,162.0
292,Belcrest Rd at Queens Chapel Rd,162.0
300,Benning Rd at Southern Ave,162.0
1239,Temple Hill Rd at Old Temple Hill Rd,162.0
1278,Walker Mill Dr at Shady Glen Dr,162.0
708,Jericho Residences (Southbound),162.0
370,Brinkley Rd at Kildare Ct,161.0
1074,Ritchie-Marlboro Rd & Sansbury Rd,161.0
248,Auth Rd at Carswell Ave,161.0
1063,Ritchie Rd at Overton Dr,160.0
1139,Sheriff Rd at Village Green Dr,159.0
1169,Southern Ave at Premisies 800 (Park Southern Apts),159.0
229,Ardwick-Ardmore Rd at Preston St,159.0
1195,St Barnabas Rd at Lime St,158.0
210,Allentown Rd at Waldran Dr,157.0
438,Central Ave at Rollins Ave,157.0
645,Hanover Pkwy at Greenway Center Dr,157.0
960,PALMER ROAD & INDIAN HEAD HIGHWAY,157.0
615,Greenbrook Dr at Ora Glen Dr,156.0
177,Addison Rd at James Farmer Way,156.0
1062,Ritchie Rd at Napier Dr,155.0
359,Brinkley Rd at Arborview Entrance,154.0
861,Nalley Rd at Green Willow Ct,153.0
29,28th Ave at Keith St,153.0
936,Owens Rd at Wheeler Rd,153.0
632,Hamilton St at 37th Ave,152.0
7,1380 Southern Ave,152.0
787,Lottsford Rd at Harry S. Truman,152.0
717,Kanawha St at 14th Ave,152.0
491,Columbia Park Rd at Oregon Ave,150.0
348,Brightseat Rd at Evarts St,150.0
803,MLK Jr Hwy at Greig St,149.0
458,Cheverly Ave at Columbia Park Rd,149.0
662,Hastings Dr at Hill Rd,148.0
1137,Sheriff Rd at Harvey Dr,148.0
1251,Toldeo Rd at Belcrest Rd,147.0
767,Largo Rd at Eton Dr,146.0
583,Garrett A. Morgan Blvd at Rear Morgan Blvd Station,146.0
992,Pontiac St at 63rd Ave,146.0
503,County Rd at Belwood St,145.0
1121,Saint Barnabas Rd at Barrowfield Rd,145.0
1101,Rollins Ave at District Ave,144.0
878,OXON HILL FRINGE PARK AND RIDE LOT AT BUS BAY F (Arrival),144.0
634,Hamilton St at 38th St,143.0
544,East Capitol St at Old Central Ave,143.0
206,Allentown Rd at Perrie Ln,143.0
5,1301 McCormick Dr,143.0
1245,Temple Hill Rd at Spring Ter,142.0
1151,Southern Ave Station Bay E,142.0
1095,Riverdale Rd at Tanglewood Dr,142.0
195,Allentown Rd at 5711 AFCU Allentown Rd,142.0
1154,Southern Ave at 6th St SE,141.0
188,Ager Rd at Lancer Dr,141.0
127,8235 Ardwick-Ardmore Rd,140.0
124,8201 Corporate Dr,139.0
251,Auth Rd at Gloria Dr,139.0
349,Brightseat Rd at Girard St,139.0
513,Crescent Rd at Parkway,138.0
774,Largo Rd at Mount Lubentia Way,138.0
649,Hanover Pkwy at Megan Ln,138.0
972,Paint Branch Parkway at Baltimore Ave,138.0
415,Capitol Heights Blvd at Central Ave,138.0
284,Baltimore Ave at Underwood St,138.0
74,414 Brightseat Rd,137.0
866,Naylor Rd Station Bay H,137.0
852,Mike Shapiro Dr at Sheila Ln,137.0
802,MLK Jr Hwy at Glen Willow Dr,137.0
654,Hanover Pkwy at Village Park Dr,137.0
839,Maxwell Dr at Allentown Rd,137.0
113,7600 Riverdale Rd,136.0
38,3119 75th Ave (Overland Gardens),136.0
1173,Southern Ave opposite B St SE,136.0
361,Brinkley Rd at Brinkley Manor W Ent,136.0
1039,Rhode Island Ave at County Service Building - NB,135.0
886,Old Alexandria Ferry Rd at Mike Shapiro Dr,135.0
1071,Ritchie Rd at Walker Mill Rd,134.0
776,Largo Rd at Town Farm Rd,133.0
1049,Riggs Rd at University Blvd,133.0
567,Fisher Rd at Damian Dr,132.0
808,MLK Jr Hwy at Southland Dr,132.0
676,Hillside Rd at Crescent Rd,132.0
275,Baltimore Ave at Oglethorpe St,131.0
835,Matapeake Business Dr at Target Store (opposite),131.0
333,Brandywine Road at Groveton Drive,130.0
756,Landover Rd at Kent Town Place,130.0
418,Capitol Heights Blvd at Heath St,129.0
267,Baltimore Ave at Hartwick Rd,128.0
958,PALMER ROAD & DEVON HILLS DRIVE,128.0
951,Oxon Hill Rd at Riverside Plaza Apts,128.0
589,Goddard Space Flight Center Visitors Center (Southbound),128.0
643,Hanover Pkwy at Greenbelt Rd,128.0
679,Hillside Rd at Northway,128.0
911,Old Marlboro Pike at Roblee Dr,127.0
282,Baltimore Ave at Tecumseh St,125.0
107,60th Ave at Greenbelt Rd,125.0
1149,Silver Hill Rd at Swann Rd,125.0
991,Pontiac St at 60th Ave,125.0
1280,Walker Mill Rd at Brooksquare Dr,124.0
681,Hillside Rd at Woodland Way,124.0
1235,Temple Hill Rd at Lakeview Dr,124.0
67,40plgall_nb,124.0
673,Hill Rd at Willow Hill Dr,124.0
1038,Rhode Island Ave at Charles Armentrout Way,123.0
1165,Southern Ave at H St,123.0
363,Brinkley Rd at Cherryfield Rd,123.0
226,Apollo Dr at Mercantile Ln,122.0
391,CAMPUS WAY NORTH AT BYWARD BLVD,121.0
228,Ardwick-Ardmore Rd at MLK Jr Hwy,121.0
1157,Southern Ave at Barnaby Road,121.0
691,INDIAN HEAD HWY AT FORT WASHINGTON MANOR SENIOR RESIDENCES,121.0
846,McCormick Dr at UMUC,121.0
1155,Southern Ave at 9th St SE,120.0
928,Owens Rd at Irvington St,120.0
829,Marlboro Pike at Tucker's Restaurant,120.0
32,28th Pkwy at Afton St,119.0
249,Auth Rd at Clacton Ave,119.0
581,Garrett A. Morgan Blvd at Gibbs Way,119.0
1298,Woodyard Rd at Heritage Med,119.0
689,INDIAN HEAD HIGHWAY & SOUTHERN AVENUE,119.0
106,58th Ave at Berwyn Rd,119.0
1102,Rollins Ave at Hanlon Street,118.0
369,Brinkley Rd at John Hanson Ln,117.0
987,Piscataway Rd at Gwynndale Dr,117.0
550,East-West Hwy at Toledo Terr,117.0
950,Oxon Hill Rd at Oxon Hill Plaza(6201),117.0
622,Greenway Center (AM Southbound),117.0
598,Good Luck Rd at Terra Alta Dr,117.0
1166,Southern Ave at Opposite 1380 Southern Ave,116.0
664,Hastings Dr at Valley Park Rd,116.0
747,Landover Rd at 55th Ave,116.0
496,Cora B. Wood Senior Center,116.0
69,40th Pl at Gallatin St,114.0
240,Ashwood Dr at Ritchie Rd,114.0
834,Matapeake Business Dr at Target Store,113.0
925,Ora Glen Dr at Mandan Rd,113.0
862,Nalley Rd at Kaplan Ct,113.0
321,Brandywine Rd at Cork Tree Way,113.0
1051,Ritchie Rd at #2918,113.0
624,Greenway Center (PM Southbound),112.0
435,Central Ave at Norair Ave,112.0
520,Davey St at Urey Pl,112.0
1109,SOUTHERN AVENUE & CHESAPEAKE STREET SE,112.0
859,Nalley Rd at Crane Pl,112.0
431,Central Ave at Daimler Dr,111.0
364,Brinkley Rd at Farmer Dr,111.0
194,Ager Road at Roanoke St,111.0
1086,Riverdale Rd at 63rd Ave,110.0
62,38th St at Utah Ave,110.0
1177,Southway at 10 Court,110.0
750,Landover Rd at 58th Ave,108.0
