,stop,boardings,alightings
146,ALLENTOWN ROAD & JOCELLE COURT,16,13
255,Auth Rd at Procopio,16,37
117,7800 Sheriff Rd - out,16,9
165,ALLENTOWN WAY & ALLENTOWN ROAD,15,7
125,8210 Sheriff Rd,15,7
1205,Stuart at Surrats,14,334
126,8214 Sheriff Rd,14,1
1198,St Barnabas Rd at Temple Hill Rd,14,22
66,403 Brightseat Rd,14,14
1076,River Rd Bus Shelter,14,6
1120,STARS ENTRANCE GAYLORD HOTEL,14,11
905,Old Marlboro Pike at Mapleshade Ln,14,27
757,Landover Rd at Lake Arbor Way,13,76
484,Columbia Park Rd at 5801 Columbia Park Rd,13,52
950,Oxon Hill Rd at Oxon Hill Manor,13,10
1144,Sheriff Rd opposite Giant Food,13,30
1288,West Hyattsville Station (Arrival),13,2906
746,Landover Metrorail Station - Arrival,13,4901
137,9617 Lottsford Road,13,14
1038,Rhode Island Ave at Alt Rte 1,13,12
229,Ardwick-Ardmore Rd at Preston St,13,129
293,Belcrest at PG Plaza Metrorail,12,40
711,John Rogers Blvd at Colonel's Choice,12,43
761,Largo Rd  at Water Foul Way,12,618
975,Paint branch Parkway at Baltimore Ave,12,71
731,LIVINGSTON ROAD AT FORT WASHINGTON MEDICAL CENTER,12,12
1273,Village Dr West at McConnell Dr,12,87
519,DWI Facility,12,11
1035,Rhode Island Ave at 41st Place,12,34
936,Owens Rd at Weaver Ter,12,62
1046,Rhode Island Ave at Wallace Rd,11,0
909,Old Marlboro Pike at Old Mill Rd,11,94
772,Largo Rd at Kirkland Ln,11,193
459,Cheverly Ave at Euclid St,11,22
1034,Rhode Island Ave at 41st Pl,11,43
234,Arena Dr at Shoppers Way (Southbound),11,51
888,Old Alexandria Ferry Rd at Poplar Hill Ln,11,2
144,ALLENTOWN ROAD & DODGE LANE,10,0
1248,Temple Hill Rd at Suburban Ct,10,150
1222,TUCKER ROAD & ROSE MARIE DRIVE,10,1
251,Auth Rd at Gloria Dr,10,317
383,Brooke Rd at Highmount Ln,10,26
138,9654 Lottsford Road,10,66
456,Cheverly Ave at Belleview Ave,9,11
1000,Professional Pl at Garden City Dr,9,31
518,Cypress Tree Drive at Juniper Tree Lane,9,15
231,Arena Dr at Shoppers Way (Campus Way),9,13
232,Arena Dr at Shoppers Way (Largo),9,34
900,Old Marlboro Pike at Atherstone Terrace,9,36
674,Hilll Dr at Mountain View,9,43
1176,Southern Maryland Hospital (Hidden Arrival),9,1217
976,Pennsy Dr at 75th Ave,9,84
128,8300 Professional Pl,8,23
1215,TUCKER RD & ALLENTOWN RD,8,38
133,8440 Ardwick-Ardmore Rd,8,1
457,Cheverly Ave at Cheverly Cir,8,23
999,Prince George's Plaza Entrance,8,1403
233,Arena Dr at Shoppers Way (Northbound),8,23
618,Greenhill Rd at Greenway Pl,7,160
1136,Sheriff Rd at Glen Willow Dr - North Side,7,7
705,Jericho City Dr at 8501 Jericho City Drive,7,42
101,5700 Columbia Park Rd (Opposite),7,6
470,Chillum Rd at 21st Pl - in,7,12
143,ALLENTOWN ROAD & COOLRIDGE ROAD,7,3
130,8325 Ardwick-Ardmore Rd,7,4
50,3807 Old Crain Hwy,7,1
880,OXON HILL ROAD AT CROSS FOXES DR,6,13
1182,Southway at Ridge Rd,6,15
686,INDIAN HEAD HIGHWAY & I-495 SOUTH RAMP,5,44
436,Central Ave at Quire Ave,5,2
1084,Riverdale Rd at 60th Pl,5,11
1146,Silver Hill Rd at Penn Station,5,21
158,ALLENTOWN ROAD & TEMPLE HILL ROAD PM FS,5,37
1044,Rhode Island Ave at Shepherd St,4,41
672,Hill Rd at Mountain View Way,4,27
145,ALLENTOWN ROAD & GENNENE LANE,3,7
148,ALLENTOWN ROAD & KINGSTON DRIVE,3,30
1162,Southern Ave at Forest Hills Apartment,3,4
1299,Woodyard Rd at Heritage Med,3,216
704,Jericho City Dr at 8501 Jericho City Dr,3,7
816,Mandan Rd at Hanover Pkwy,3,1552
37,28th Pl at Upshur St,3,8
834,Marlborough Dr at Old Marlboro Pike,2,1
159,ALLENTOWN ROAD & TEMPLE HILL ROAD PM NS,2,26
1272,Village Dr West at Halloway South,2,84
1257,University Blvd at 23rd Ave,2,3
1163,Southern Ave at Forest Hills Apts,2,3
27,2810 TUCKER ROAD,2,1
1111,SOUTHERN AVENUE & FOREST HILLS APARTMENTS,2,1
1183,Springhill Dr at 6027 Springhill Dr,2,18
893,Old Branch Ave at Allentown Way - Arrival,2,8
139,ALLENTOWN ROAD & ALLENTOWN WAY,2,117
1191,St Barnabas Rd at Frazier Dr,2,6
341,Brightseat Rd at Arena Dr,2,12
947,Oxon Hill Rd at MGM Employment Center,2,2
982,Pennsylvania Ave at Suitland Pkwy,1,17
344,Brightseat Rd at Bishop Peebles Dr,1,3
584,Garrett A. Morgan Blvd at SGT. Hartman Ln,1,5
648,Hanover Pkwy at Lake Park Dr,1,1
1118,SOUTHERN AVENUE & WHEELER ROAD PM NS,1,0
1030,Rhode Island Ave at 34th St,1,3
879,OXON HILL FRINGE PARK AND RIDE LOT AT BUS BAY F (Arrival),1,359
384,Brooke Rd at Highview Pl,1,4
954,Oxon Hill Rd at Tanger Blvd,1,3
1218,TUCKER ROAD & MARIE DRIVE,0,3
164,ALLENTOWN ROAD & WESTCHESTER DRIVE,0,11
207,Allentown Rd at Robin Ln,0,7
443,Central Ave at Vale Pl,0,2
690,INDIAN HEAD HIGHWAY & TALBERT STREET,0,1
1221,TUCKER ROAD & RIDGEVALE ROAD,0,10
26,2809 TUCKER ROAD,0,5
949,Oxon Hill Rd at Oxon Hill Fringe Parking Lot,0,1297
51,3807 Old Crain Hwy - opposite,0,4
1083,Riverdale Rd at 5800 Block,0,1
966,PG Plaza Station (Hidden Arrival),0,240
1213,Suitland Rd at Opposite Prem. #4211,0,1083
150,ALLENTOWN ROAD & OLD BRANCH AVENUE,0,161
