,stop,alightings
939,Oxon Hill Fringe Parking Lot Bus Bay B,843
1161,Southern Ave at Chesapeake St SE,842
1055,Ritchie Rd at Central Ave,839
40,3209 75th Ave,833
475,Cipriano Rd at Brae Brooke Dr,821
13,15th Ave at University Blvd,817
637,Hampton Park Boulevard at Alaking Ct,815
1148,Silver Hill Rd at Randall Rd,815
492,Columbia Park Rd at South Club Dr,811
178,Addison Rd at Ronald Rd,811
921,Old Silver Hill Rd at Parkland Ct (E),807
72,4138 Whitehall Square Apts - in,802
1243,Temple Hill Rd at Portal Ave,802
1211,Suitland Rd at Homer Ave,795
1202,Stars Entrance Gaylord Hotel at National Harbor Blvd,791
651,Hanover Pkwy at Prem # 7718,791
856,Motor Vehicle Administration,775
855,Morris Ave at Maxwell Dr,775
1181,Southway at Crescent Rd,767
439,Central Ave at Soper Ln,764
1188,Springhill Ln at Market Ln,761
703,Jefferson St at Kenilworth Ave,757
1092,Riverdale Rd at Eastpine Dr,754
53,38th St at Bunker Hill Rd,752
894,Old Branch Ave at Arbutus Ln,750
561,Fairlawn St at Colebrooke Dr,747
1131,Sheriff Rd at Dutch Village Dr,745
1244,Temple Hill Rd at Rickey Ave,742
728,Kipling Pkwy at Marlboro Pike,737
49,34th St at Otis St,734
549,East-West Hwy at Toledo Ter,733
396,Campus Way North at Grey Gables Ct,725
533,Dodge Park Rd at Hubbard Rd,724
931,Owens Rd at Kennebec St,721
314,Bock Rd at Technology Recreation Complex,720
222,Annapolis Rd at Edmonston Rd,718
859,Nalley Rd at Capital View Dr,717
832,Marlboro Pike at Walters Ln,713
105,5846 ALLENTOWN WAY,713
889,Old Alexandria Ferry Rd at Woodyard Rd,709
980,Pennsylvania Ave at Old Marlboro Pl,708
472,Chillum Rd at Longford Dr,706
1184,Springhill Dr at Cherrywood Ln,705
626,Gwynn Park High School,701
387,Brooks Drive at Ridley Street,699
28,28th Ave at Keating St,698
336,Breezewood Dr at Cherrywood Ter,692
768,Largo Rd at Hancock Dr,687
100,5600 54th Ave,682
1253,Toledo Rd at Adelphi Rd,681
801,MLK Jr Hwy at Columbia Park Rd,680
381,Brinkley Rd at Temple Hill Rd,678
479,Clinton Manor,673
1260,University Blvd at Riggs Rd,671
997,Possum Ct at Walker Mill Dr,666
644,Hanover Pkwy at Greenbrook Dr,661
1069,Ritchie Rd at Roslyn Ave,656
737,Lamont Dr at Donoghue Dr,654
1066,Ritchie Rd at Ritchie Dr,652
988,Piscataway Rd at Brandywine Rd,651
277,Baltimore Ave at Queensbury Rd,649
402,Campus Way South at Central Ave,646
261,Baltimore Ave at Cherry Hill Road,641
97,5295 85th Ave,640
1280,Walker Mill Drive at Shady Glen Drive,639
545,East Capitol St at Yost Pl,634
1015,Queensbury Rd at Baltimore Ave,633
299,Benning Rd at Drum Ave,632
698,Indian Head Highway at Audrey Ln,631
1022,Raleigh Rd at Culver St,630
509,Coventry Way at Old Alexandria Ferry Rd,624
730,Kipling Pkwy at Wintergreen Ave,623
1290,Whitehall Square Apts at Community Hall,621
761,Largo Rd  at Water Foul Way,618
420,Capitol Heights Station,618
1024,Raleigh Rd at St Barnabas Rd,614
1054,Ritchie Rd at Ashville Rd,613
614,Greenbrook Dr at Hanover Pkwy,612
490,Columbia Park Rd at Marshall Pl,612
571,Fisher Rd at St. Moritz Dr,610
683,Hubbard Rd at Martin Luther King,607
592,Good Luck Rd at Dawnwood Dr,605
30,28th Ave at Kenton Pl,604
940,Oxon Hill Fringe Parking Lot at Bus Bay F,603
531,District Heights Pkwy at Rochelle Ave,602
14,16th Ave at Cypress Creek Dr,601
198,Allentown Rd at Camp Springs Ave,596
790,Lottsford Rd at Zachery St,596
271,Baltimore Ave at Knox Rd,594
719,Kenilworth Ave at Nicholson St,593
778,Largo Rd at Watkins Park Dr,572
818,Manor at Victoria Park,571
1028,Ray Rd at Madison St,571
1128,Sheriff Rd at Belle Haven Dr,570
640,Hampton Park Boulevard at Hampton Mall Dr,570
385,Brooks Dr at Marlboro Pike,568
335,Breezewood Dr at Cherrywood Ln,561
287,Belcrest Rd at 6505 Belcrest Rd,561
873,New Carrollton Station Bay K,559
124,8201 Corporate Dr,554
474,Chillum Rd at Shoppers Food,551
633,Hamilton St at 38th Ave,551
639,Hampton Park Boulevard at Edgeworth Dr,548
211,Allentown Rd at Westchester Ct,539
260,Baltimore Ave at Cherokee St,534
924,Olson St at Norcross St,533
789,Lottsford Rd at McCormick Dr,532
221,Annapolis Rd at Bladensburg Elem. School,532
1197,St Barnabas Rd at Raleigh Rd,527
1297,Woodyard Rd at Autumn Way,524
759,Lansdowne Village Apts,523
507,County Service Building,520
979,Pennsylvania Ave at Forestville Rd,519
428,Central Ave at Brightseat Rd,515
1062,Ritchie Rd at Mane Ln,515
512,Crescent Rd at Lastner Ln,514
223,Annapolis Rd at Riverdale Rd,511
331,Brandywine Road at Brooke Jane Drive,509
1071,Ritchie Rd at Vineyard Dr,508
225,Apollo Dr at Lottsford Rd,508
1282,Walker Mill Rd at Rochell Ave,507
1094,Riverdale Rd at Heritage Square Apts,507
1026,Ray Rd at Cypress Creek Dr,503
224,Apollo Dr at Arena Dr,502
941,Oxon Hill Rd at 6192 Oxon Hill Rd,501
430,Central Ave at Cindy Ln,496
406,Campus Way South at PGCC Perimeter Rd,496
729,Kipling Pkwy at Ritchie Rd,496
793,MLK Jr Hwy at 65th Ave,489
114,7602 Riverdale Rd,485
136,9400 Peppercorn Pl,483
945,Oxon Hill Rd at John Hanson Ln,482
303,Bladensburg Rd at 40th Ave,482
1043,Rhode Island Ave at Mt Rainier,480
983,Peppermill Dr at Canyon Dr,480
534,Dodge Park Rd at Landover Rd,478
1245,Temple Hill Rd at Santeetlah Dr,478
334,Brandywine Road at Surrats Road,475
978,Pennsy Drive at Landover Metro Station,471
297,Beltway Plaza Shopping Center,471
753,Landover Rd at Annapolis Rd,470
1002,Queen Chapel Rd at Queensbury Rd,469
1149,Silver Hill Rd at Suitland Rd,469
1180,Southway at 7 Court,468
853,Mike Shapiro Dr at Sheila Ln,466
536,Donnell Dr at Marlboro Pike,466
700,Indian Head Highway at Southern Ave,466
748,Landover Rd at 56th Ave,463
1250,Temple Hill Rd at Weldon Dr,463
377,Brinkley Rd at Rose Croft Shopping Center,462
1126,Sargent Rd at Rollingcrest Commons,462
25,2400 Chillum Rd,462
285,Baltimore Ave at University Blvd,458
739,Lamont Dr at Lamont Pl,457
566,Fisher Rd at Clow Ct,457
199,Allentown Rd at Coolridge Rd,454
493,Columbia Park Rd at Stanford Court,454
99,54th Ave at Jefferson St,453
489,Columbia Park Rd at Columbia Pl,452
272,Baltimore Ave at Lakeland Rd,452
969,PGCC Perimeter Rd at Bickford,450
861,Nalley Rd at East Nalley Rd,445
288,Belcrest Rd at Opp. PG Plaza Station,439
1013,Queensbury Rd at 44th Pl,439
862,Nalley Rd at Green Willow Ct,438
630,Hamilton St at 35th Ave,438
191,Ager Rd at Oglethorpe St,437
925,Opposite of Rose Croft Shopping Center,437
89,4412 Suitland Rd (Opposite),432
953,Oxon Hill Rd at Rivertown Commons(6135),432
826,Marlboro Pike at Melwood Mall,432
320,Brandywine Rd at Clinton Way,428
813,Mandan Rd at 7648 Mandan Rd,425
942,Oxon Hill Rd at 6201 Oxon Hill Plaza,424
48,34th St at Bunker Hill Rd,423
467,Chillum Rd at 18th Ave,422
427,Central Ave at Bayou Ave,421
213,Allentown Way at Allentown Rd,419
935,Owens Rd at Southern Ave,418
823,Marlboro Pike at Kipling Pkwy,415
890,Old Branch Ave at 6811 Old Branch Ave,415
722,Kipling Pkwy at Brewton St,415
631,Hamilton St at 36th Ave,415
1268,Village Dr West at Bishopmill Dr,414
393,CAMPUS WAY NORTH AT LADY GROVE ROAD,413
812,Madison St at Timber Creek Dr,412
1053,Ritchie Rd at Alberta Dr,407
322,Brandywine Rd at Horshoe Rd,406
491,Columbia Park Rd at Oregon Ave,405
791,MERCANTILE LN AT 1400 MERCANTILE LANE,404
585,Goddard Space Flight Center Main Gate (Northbound),402
514,Crescent Rd at Ridge Rd,400
476,Clairfield Lane - Arrival,400
1093,Riverdale Rd at Fountainbleau Dr,399
47,3417 Dodge Park Rd,399
764,Largo Rd at Buck Ln,397
943,Oxon Hill Rd at 6246 Oxon Hill Rd,397
241,Auburn Ave at 1st St,397
1278,WILSON BRIDGE DRIVE,397
76,4205  Suitland Rd,396
70,4106 Whitehall Square Apts,395
362,Brinkley Rd at Bushey Dr,395
1169,Southern Ave at Park Southern Apts,395
742,Lamont Dr at Quentin St,394
24,23rd Ave at Woodberry St,393
302,Bladensburg Rd at 38th St,389
405,Campus Way South at Joyceton Dr,386
488,Columbia Park Rd at Clarkson Way,386
1023,Raleigh Rd at Olson St,386
1266,Valley Trail Ln at Catesby Ct,384
1012,Queensbury Rd at 44th Ave,383
80,42nd At Jefferson St,382
678,Hillside Rd at Laurel Hill Rd,381
1075,Ritchie-Marlboro Rd & Sansbury Rd,381
814,Mandan Rd at Canning Terr,379
201,Allentown Rd at Karen Anne Dr,375
655,Harry S Truman Dr at Birdie Ln,375
638,Hampton Park Boulevard at East Hampton Dr,375
831,Marlboro Pike at Upland Ave,374
668,Highview Pl at Keyworth Ct,373
918,Old Pike Way at Dower House Rd,372
1171,Southern Ave at Southview Dr,372
612,Greenbelt Station Parkway at Streambank Lane,371
1036,Rhode Island Ave at 42nd Pl,371
464,Cheverly Ave at Montrose Rd,370
12,14th Ave at Langley Way,370
691,INDIAN HEAD HWY AT FORT WASHINGTON MANOR SENIOR RESIDENCES,367
1241,Temple Hill Rd at Piscataway Rd,365
696,Indian Head Highway (MD. RTE. 210) at Southern Ave,362
361,Brinkley Rd at Brinkley Manor W Ent,361
635,Hamilton St at 3900,361
884,Old Alexandria Ferry Rd at Heflin Dr,361
923,Old Silver Hill Rd at Parkland Dr,361
390,CAMPUS WAY AT NORTH AT ST. JOSEPHS DRIVE,360
879,OXON HILL FRINGE PARK AND RIDE LOT AT BUS BAY F (Arrival),359
530,District Heights Pkwy at Marbury Ct (W),359
1059,Ritchie Rd at Farrs Ln,358
215,Annapolis Rd at 48th St,357
1056,Ritchie Rd at D'arcy Rd,355
565,Fisher Rd at Brinkley Station Dr,354
1081,Riverdale Rd at 54th Ave,354
20,23rd Ave at Drexel St,354
292,Belcrest Rd at Queens Chapel Rd,353
1138,Sheriff Rd at Harvey Dr,353
23,23rd Ave at Sheridan St,351
708,Jericho Residences (Southbound),351
1088,Riverdale Rd at 64th Ave,351
883,Old Alexandria Ferry Rd at Bellefonte Ln,350
95,5150 Annapolis Rd,348
59,38th St at Shepherd St,348
217,Annapolis Rd at 53rd St,347
1160,Southern Ave at C St,347
938,Owens Rd at Woodland Blvd,347
202,Allentown Rd at Kingston Dr,346
787,Lottsford Rd at Harry S. Truman,346
1279,Walker Mill Dr at Shady Glen Dr,346
647,Hanover Pkwy at Hunting Ridge Club Apts,341
885,Old Alexandria Ferry Rd at Highland Meadows Dr,338
912,Old Marlboro Pike at Roblee Dr,338
820,Marlboro Pike at Forest Run Dr,337
1252,Toldeo Rd at Belcrest Rd,336
1065,Ritchie Rd at Putnam Ln,335
1205,Stuart at Surrats,334
1070,Ritchie Rd at Truck Way,334
528,District Heights Pkwy at Breton Dr,332
726,Kipling Pkwy at Harwood Rd,331
513,Crescent Rd at Parkway,330
1139,Sheriff Rd at MLK Highway,329
1154,Southern Ave at 13th St SE,328
569,Fisher Rd at Heather Hill,327
590,Good Luck Rd at Cathedral Ave,327
280,Baltimore Ave at Rossborough Ln,325
578,Gallatin St at 43rd Ave,324
815,Mandan Rd at Greenbelt Rd,323
567,Fisher Rd at Damian Dr,320
767,Largo Rd at Eton Dr,319
46,3404 Dodge Park Rd,318
438,Central Ave at Rollins Ave,318
717,Kanawha St at 14th Ave,318
779,Largo Rd at West Kettering Dr,317
807,MLK Jr Hwy at Sheriff Rd,317
188,Ager Rd at Lancer Dr,317
251,Auth Rd at Gloria Dr,317
523,Denise Dr at Epworth Way,315
279,Baltimore Ave at Riverdale Rd,314
300,Benning Rd at Southern Ave,312
282,Baltimore Ave at Tecumseh St,311
1007,Queens Chapel Road at Queensbury Rd,310
1234,Temple Hill Rd at Henderson Rd,310
64,38th St at Windom Rd,310
774,Largo Rd at Mount Lubentia Way,309
860,Nalley Rd at Crane Pl,308
803,MLK Jr Hwy at Greig St,304
1170,Southern Ave at Premisies 800 (Park Southern Apts),302
747,Landover Rd at 55th Ave,302
380,Brinkley Rd at Summerhill Rd,301
35,28th Pkwy at Fairlawn St,301
349,Brightseat Rd at Girard St,300
1193,St Barnabas Rd at Gateway Square Apts,300
1235,Temple Hill Rd at Kirbywood St,299
961,PALMER ROAD & INDIAN HEAD HIGHWAY,297
1240,Temple Hill Rd at Old Temple Hill Rd,297
17,23rd Ave at Amherst Rd,297
195,Allentown Rd at 5711 AFCU Allentown Rd,296
641,Hampton Park Boulevard at Steeplechase,294
379,Brinkley Rd at Shopton Pl,294
77,4211 Suitland Rd (Opposite),293
1010,Queensbury Rd at 41st Ave,292
58,38th St at Perry St,291
31,28th Pkwy at 27th Ave,290
473,Chillum Rd at Queens Chapel Rd,288
1050,Riggs Rd at University Blvd,288
1246,Temple Hill Rd at Spring Ter,286
333,Brandywine Road at Groveton Drive,286
432,Central Ave at Garrett A Morgan Blvd,285
263,Baltimore Ave at Erie St,284
989,Piscataway Rd at Gwynndale Dr,284
5,1301 McCormick Dr,283
248,Auth Rd at Carswell Ave,282
332,Brandywine Road at Dennison Drive,282
679,Hillside Rd at Northway,280
1063,Ritchie Rd at Napier Dr,279
228,Ardwick-Ardmore Rd at MLK Jr Hwy,278
554,Elm St at Gov Oden Bowie Dr,277
869,New Carrollton Station,276
1262,Upshur St at 29th St,275
206,Allentown Rd at Perrie Ln,275
69,40th Pl at Gallatin St,274
418,Capitol Heights Blvd at Heath St,274
773,Largo Rd at Largo Landing,274
681,Hillside Rd at Woodland Way,273
664,Hastings Dr at Valley Park Rd,273
1102,Rollins Ave at District Ave,272
755,Landover Rd at Firehouse Rd,272
185,Ager Rd at 23rd Ave,271
1104,Rollins Ave at Rollins Ln,269
605,Greenbelt Rd at Lakecrest Dr,268
348,Brightseat Rd at Evarts St,267
1021,Rainier Ave at Upshur St,267
268,Baltimore Ave at Hollywood Rd,266
1096,Riverdale Rd at Tanglewood Dr,265
1140,Sheriff Rd at Village Green Dr,264
503,County Rd at Belwood St,262
177,Addison Rd at James Farmer Way,262
840,Maxwell Dr at Allentown Rd,261
643,Hanover Pkwy at Greenbelt Rd,260
321,Brandywine Rd at Cork Tree Way,259
802,MLK Jr Hwy at Glen Willow Dr,259
538,Donnell Drive at Marlboro Pike,259
29,28th Ave at Keith St,259
603,Greenbelt Rd at Greenbelt Park Entrance,259
615,Greenbrook Dr at Ora Glen Dr,258
1122,Saint Barnabas Rd at Barrowfield Rd,256
1199,St Barnabas Rd at Wheeler Rd,255
623,Greenway Center (PM Northbound),255
1156,Southern Ave at 9th St SE,255
351,Brightseat Rd at Glenarden Pkwy,255
937,Owens Rd at Wheeler Rd,253
662,Hastings Dr at Hill Rd,252
962,PALMER ROAD & OLD PALMER ROAD,252
625,Gwendolyn Britt Center,252
848,McCormick Dr at UMUC (opposite),251
634,Hamilton St at 38th St,251
8,1400 McCormick Dr,250
104,5805 Queens Chapel Rd,250
1095,Riverdale Rd at Mahoney Dr,250
1209,Suitland Metrorail Station Bay D,249
415,Capitol Heights Blvd at Central Ave,249
649,Hanover Pkwy at Megan Ln,249
808,MLK Jr Hwy at Southland Dr,246
1155,Southern Ave at 6th St SE,245
727,Kipling Pkwy at Marbury Dr,244
707,Jericho Residences,244
776,Largo Rd at Town Farm Rd,244
1072,Ritchie Rd at Walker Mill Rd,243
194,Ager Road at Roanoke St,243
544,East Capitol St at Old Central Ave,243
364,Brinkley Rd at Farmer Dr,243
632,Hamilton St at 37th Ave,242
581,Garrett A. Morgan Blvd at Gibbs Way,241
966,PG Plaza Station (Hidden Arrival),240
1087,Riverdale Rd at 63rd Ave,240
275,Baltimore Ave at Oglethorpe St,239
735,Lafayette Ave at Queensbury Rd,239
654,Hanover Pkwy at Village Park Dr,238
1233,Temple Hill Rd at Hagan Rd,238
836,Matapeake Business Dr at Target Store (opposite),237
487,Columbia Park Rd at Cabin Branch Dr,236
359,Brinkley Rd at Arborview Entrance,236
210,Allentown Rd at Waldran Dr,236
847,McCormick Dr at UMUC,235
505,County Rd at Foster St,234
740,Lamont Dr at Larchwood St,233
237,Arundel Rd at 34th Ave,232
673,Hill Rd at Willow Hill Dr,232
240,Ashwood Dr at Ritchie Rd,231
1238,Temple Hill Rd at Megan Dr,231
366,Brinkley Rd at Glen Oak Dr,231
1052,Ritchie Rd at #2918,230
68,40th Pl at Crittenden,229
835,Matapeake Business Dr at Target Store,229
670,Highview Pl at Sunbury Ct,228
431,Central Ave at Daimler Dr,228
974,Paint Branch Parkway at Baltimore Ave,227
959,PALMER ROAD & DEVON HILLS DRIVE,225
1236,Temple Hill Rd at Lakeview Dr,225
993,Pontiac St at 60th Ave,225
1103,Rollins Ave at Hanlon Street,225
1277,Volta Ave at Rhode Island Ave,224
226,Apollo Dr at Mercantile Ln,222
307,Bladensburg Rd at 43rd Ave,222
986,Peppermill Dr at Pepper St,221
1142,Sheriff Rd at William Paca School - out,220
751,Landover Rd at 58th Pl,219
262,Baltimore Ave at East-West Hwy,219
67,40plgall_nb,219
553,Edgeworth Dr at Ritchie Rd,218
1299,Woodyard Rd at Heritage Med,216
1293,Willow Hill Dr at Stevenson Ln,216
1040,Rhode Island Ave at County Service Building - NB,215
1045,Rhode Island Ave at Volta Ave,215
1064,Ritchie Rd at Overton Dr,214
267,Baltimore Ave at Hartwick Rd,213
645,Hanover Pkwy at Greenway Center Dr,213
74,414 Brightseat Rd,212
116,7800 Sheriff Rd (Eaton Square Apartments),211
1178,Southway at 10 Court,210
363,Brinkley Rd at Cherryfield Rd,210
330,Brandywine Road @ Surrats Road,210
750,Landover Rd at 58th Ave,209
1265,Valley Trail Ln at Bain Dr-West,209
106,58th Ave at Berwyn Rd,208
461,Cheverly Ave at Inwood St,208
249,Auth Rd at Clacton Ave,208
435,Central Ave at Norair Ave,207
908,Old Marlboro Pike at Melwood Rd,207
204,Allentown Rd at Opp. 5711 AFCU Allentown Rd,207
676,Hillside Rd at Crescent Rd,207
547,East Swan Creek at Indian Head Hwy,206
951,Oxon Hill Rd at Oxon Hill Plaza(6201),205
607,Greenbelt Rd at Walker Dr,205
376,Brinkley Rd at Roberts Dr,205
829,Marlboro Pike at Tucker's Restaurant,205
756,Landover Rd at Kent Town Place,204
370,Brinkley Rd at Kildare Ct,204
412,Capitol Heights Blvd at 734 Capitol Heights Blvd,204
209,Allentown Rd at Waldran Ave,204
373,Brinkley Rd at Middlefield Rd,204
1167,Southern Ave at Opposite 1380 Southern Ave,203
1158,Southern Ave at Barnaby Road,203
62,38th St at Utah Ave,203
926,Ora Glen Dr at Mandan Rd,203
598,Good Luck Rd at Terra Alta Dr,201
589,Goddard Space Flight Center Visitors Center (Southbound),198
265,Baltimore Ave at Hamilton St,198
7,1380 Southern Ave,196
1157,Southern Ave at B St SE,196
18,23rd Ave at Banning Pl,196
375,Brinkley Rd at Morton Place,195
1004,Queens Chapel Rd at Lancer Dr,194
663,Hastings Dr at Peppermill Dr,193
772,Largo Rd at Kirkland Ln,193
887,Old Alexandria Ferry Rd at Mike Shapiro Dr,192
724,Kipling Pkwy at Glendora,192
865,Nalley Rd at Michele Dr,192
1267,Valley Trail Ln at Romford Dr,192
682,Hubbard Rd at Dodge Park Rd,191
867,Naylor Rd Station Bay H,191
305,Bladensburg Rd at 41st Ave,191
1303,Woodyard Rd at Tanglewood Center,191
382,Brinkley Rd at Trude St,189
917,Old Pike Way at 5620 Old Pike Way,188
933,Owens Rd at Norlinda Ave,188
583,Garrett A. Morgan Blvd at Rear Morgan Blvd Station,187
253,Auth Rd at Magruder Ave,186
184,Ager Rd and Oglethorpe St,186
692,Ikea - Arrival,185
1078,River Rd at Rivertech Ct,185
527,District Heights Pkwy at Addison Rd S,183
1281,Walker Mill Rd at Brooksquare Dr,183
550,East-West Hwy at Toledo Terr,183
1177,Southern Rd at Wheeler Rd,182
4,1100 Owens Rd,182
270,Baltimore Ave at Jefferson St,181
994,Pontiac St at 63rd Ave,181
952,Oxon Hill Rd at Riverside Plaza Apts,181
113,7600 Riverdale Rd,180
1164,Southern Ave at Greater SE Hospital,179
586,Goddard Space Flight Center Main Gate (PM Southbound),178
526,District Heights Municipal Bldg,178
642,Hanover Pkwy at Green Manor Ct,178
1041,Rhode Island Ave at County Service Building - SB,178
1152,Southern Ave Station Bay E,177
919,Old Silver Hill Rd at Addison Ave,177
132,8401 Corporate Dr,177
794,MLK Jr Hwy at 69th Pl,176
1166,Southern Ave at H St,176
1237,Temple Hill Rd at Lambert Dr,176
821,Marlboro Pike at Glacier Ave,175
697,Indian Head Highway (MD. RTE. 210) at Talbert Drive,174
506,County Rd at Valley Brook Apts,174
1226,Temple Hill Rd at 8601 Temple Hill Rd,173
