,stop,boardings,alightings
817,MLK Jr Hwy at Columbia Ave,14,12
340,Brightseat Rd at Bishop Peebles Dr,14,49
189,Allentown Rd at Brinkley Rd (Family Services),14,113
523,Cypress Tree Dr at Cedar Heights Neighborhood Park,14,10
966,Owens Rd at Owens Rd Elementary Ent,14,16
1324,West Hyattsville Station - Arrival,13,2519
293,Belle Haven Dr at Village Green Dr,13,35
1169,Sheriff Rd at Opp. Giant Food Landover Distr. Center,12,16
1104,River Road and American Institute of Physics,12,11
476,Chillum Rd at 21st Pl - in,12,14
150,ALLENTOWN ROAD & WALDRAN DRIVE,12,14
117,8301 Professional Pl,12,9
266,Baltimore Ave at Indian Ln,12,98
999,PALMER ROAD & FRAN DEL DRIVE,12,28
1152,Saint Barnabas Rd at Bock Rd,12,9
917,Old Marlboro Pike  at Peerless Ave,12,35
727,John Rogers Blvd at Governor's Grove,12,14
1233,Stuart Ln at Surrats Rd,11,95
517,Crescent Cities Center,11,35
1223,St Barnabas Rd at Kernal Ln,11,114
700,INDIAN HEAD HIGHWAY & SENECA DRIVE,11,31
1067,Rhode Island Ave at Charles Armentrout Way,11,16
904,Old Alexandria Ferry Rd at Poplar Hill Ln,11,3
247,Auth Rd at Gloria Dr,11,81
973,Oxon Hill Rd OXON HILL FRINGE at Oxon Rd (arrival) (Arrival),11,164
442,Central Ave at Maryland Park Dr,10,8
773,Largo Rd  at Water Foul Way,10,373
127,9654 Lottsford Road,10,27
341,Brightseat Rd at Bishop Peebles Dr (Campus Way),10,57
227,Arena Dr at Captial Center Blvd,10,30
1220,St Barnabas Rd at Frazier Dr,10,37
358,Brightseat Rd at Sterling St,10,16
596,Garrett A. Morgan Blvd at SGT. Hartman Ln,9,51
504,Council Dr at Elmhurst St,9,21
914,Old Crain Hwy at Villiage Drive West,9,5
93,5210 St Barnabas Rd,9,20
109,7711 Old Alexandria Ferry Rd,9,89
116,8300 Professional Pl,9,11
899,Old Alexandria Ferry Rd at Highland Meadows Dr,9,104
703,INDIAN HEAD HIGHWAY & TECUMSEH DR,9,30
587,Ft Washington Rd at Indian Head Hwy,9,1
228,Arena Dr at Shoppers Way (Campus Way),9,13
66,403 Brightseat Rd,9,10
1040,Queens Chapel Road at Queensbury Rd,9,76
156,ALLENTOWN WAY & ALLENTOWN ROAD,9,0
953,Opp. 8100 Professional Pl,9,5
722,John Rogers Blvd at Ascott Dr,8,0
684,Hill Dr at Mountain View Way,8,6
690,Hillside Rd at Hillside Court #6,8,3
465,Cheverly Ave at Euclid St,8,24
918,Old Marlboro Pike at Atherstone Terrace,8,17
304,Bock Rd at 6801 Woodside Village Apts,8,16
1165,Sheriff Rd at Glen Willow Dr,8,63
806,Lottsford Rd at Tulip Tree Dr,8,26
10,1405 Rollins Ave,8,27
792,Largo Rd at West Kettering Dr,8,128
111,8100 Professional Pl,8,49
1143,SOUTHERN AVENUE & ROBERT YELDELL TOWER,7,73
1110,Riverdale Rd at 60th Pl,7,2
923,Old Marlboro Pike at Mapleshade Ln,7,30
395,CAB - Arrival,7,567
114,8210 Sheriff Rd,7,6
988,Oxon Hill Rd at Oxon Hill Manor,7,4
1176,Silver Hill Rd at Penn Station,7,3
433,Cedar Heights at Lee Pl,7,45
886,New Carrollton Station (Arrival),7,1702
796,Livingston Rd at Fort Alamo Pl,7,5
1211,Southway at Ridge Rd,6,39
1235,Stuart Ln at Topaz Ct,6,66
525,Cypress Tree Dr at K St,6,21
143,ALLENTOWN ROAD & PLEASANT HILL DRIVE,6,20
462,Cheverly Ave at Belleview Ave,6,1
945,Opp 3300 Pennsy Dr,6,1
237,Auburn Ave at 2nd St,6,5
984,Oxon Hill Rd at Livingston Rd,6,4
421,Capitol Heights Blvd at Bayou Ave,6,13
631,Greenhill Rd at Greenway Pl,6,99
954,Opp. 8214 Sheriff Rd,6,4
853,Matapeake Business Dr at Target Store (Hidden Arrival),6,1433
400,Cabin Branch Dr at Opp. Whole Foods Entrance,6,76
851,Marlborough Dr at Old Marlboro Pike,6,10
229,Arena Dr at Shoppers Way (Largo),6,5
444,Central Ave at Quire Ave,6,5
337,Brightseat Rd at Arena Dr,5,8
463,Cheverly Ave at Cheverly Cir,5,5
44,3300 Pennsy Dr,5,3
768,Landover Rd at Lake Arbor Way,5,33
1109,Riverdale Rd at 5800 Block,5,7
131,ALLENTOWN ROAD & COMET DRIVE,5,28
402,Calvert Park Apartments,5,54
1305,Village Dr West at Halloway North,4,52
955,Opp. 8951 Lottsford Rd,4,11
781,Largo Rd at Homestead Dr,4,0
1035,Queen Chapel Rd at Queensbury Rd,4,111
1160,Sheriff Rd at Cypress Tree Dr,4,13
934,Old Marlboro Pike at Starting Gate Dr,4,6
1149,STARS ENTRANCE GAYLORD HOTEL,4,3
927,Old Marlboro Pike at Mount Airy Ln,4,3
199,Allentown Rd at Robin Ln,4,3
995,Oxon Hill at Joellyn Ct,4,9
718,Jericho City Dr at 8501 Jericho City Drive,4,13
702,INDIAN HEAD HIGHWAY & TALBERT STREET,4,7
993,Oxon Hill Rd at Tanger Outlet,3,8
126,9617 Lottsford Road,3,12
1307,Village Dr West at McConnell Dr,3,69
449,Central Ave at Vale Pl,3,21
29,2810 TUCKER ROAD,3,0
1205,Southern Maryland Hospital (Hidden Arrival),3,528
908,Old Branch Ave at Allentown Way - Arrival,3,8
1138,SOUTHERN AVENUE & BONINI ROAD,3,22
148,ALLENTOWN ROAD & TEMPLE HILL ROAD PM NS,3,77
308,Bock Rd at Opp. Belfast Drive,3,5
49,3807 Old Crain Hwy,3,2
152,ALLENTOWN ROAD & WESTCHESTER COURT,3,6
784,Largo Rd at Kirkland Ln,3,148
979,Oxon Hill Rd at Cross Foxes Dr,2,7
723,John Rogers Blvd at Captain Duval Dr,2,17
895,OXON HILL ROAD AT LIVINGSTON RD,2,2
858,McCormick Dr at Caraway Ct,2,19
1017,Pennsylvania Ave at Suitland Pkwy,2,25
137,ALLENTOWN ROAD & KINGSTON DRIVE,2,13
1253,TUCKER ROAD & PALMER ROAD,2,26
725,John Rogers Blvd at Courtland Ln,2,0
1063,Rhode Island Ave at 41st Place,2,8
659,Hanover Pkwy at Lake Park Dr,2,17
1137,SOUTHERN AVENUE & BARNABY ROAD,2,28
770,Landover Rd at Prospect St,2,12
936,Old Marlboro at Mount Airy Ln,2,0
313,Branch Ave Station - Arrival,2,4350
956,Opp. American Institute of Physics,2,4
1306,Village Dr West at Halloway South,2,46
305,Bock Rd at Belfast Dr,2,28
890,Nova Ave at Central Ave,1,26
1251,TUCKER ROAD & BOCK ROAD,1,18
139,ALLENTOWN ROAD & OLD BRANCH AVENUE,1,5
724,John Rogers Blvd at Colonel's Choice,1,5
134,ALLENTOWN ROAD & GENNENE LANE,1,1
87,4410 Suitland Rd,1,1
155,ALLENTOWN WAY & 5846 ALLENTOWN WAY,1,180
1254,TUCKER ROAD & RIDGEVALE AVENUE,1,0
894,OLD BRANCH AVENUE at ALLENTOWN WAY,1,2
498,Columbia Park Rd at Opp. ABC Supply Co.,1,0
994,Oxon Hill Rd at Tor Bryan Rd,1,0
153,ALLENTOWN ROAD & WESTCHESTER DRIVE,1,6
1255,TUCKER ROAD & RIDGEVALE ROAD,0,6
128,ALLENTOWN ROAD & ALLENTOWN WAY,0,29
28,2809 TUCKER ROAD,0,5
982,Oxon Hill Rd at Jollyn Rd,0,2
135,ALLENTOWN ROAD & JOCELLE COURT,0,1
985,Oxon Hill Rd at MGM Employment Center,0,1
987,Oxon Hill Rd at Oxon Hill Fringe Parking Lot,0,760
223,Ardwick-Ardmore Rd at Preston St,0,33
1252,TUCKER ROAD & MARIE DRIVE,0,13
50,3807 Old Crain Hwy - opposite,0,1
6,11711 Livingston Rd at Fort Washington Medical Center,0,7
483,Clairfield Lane - Arrival,0,142
1244,Suitland Rd at Opposite Prem. #4211,0,453
1212,Springhill Dr at 6027 Springhill Dr,0,2
990,Oxon Hill Rd at Pates Dr,0,1
154,ALLENTOWN ROAD at BRINKLEY ROAD,0,19
