,stop,alightings
909,OLD BRANCH AVENUE at ALLENTOWN WAY,13
530,Cypress Tree Dr at Cedar Heights Neighborhood Park,13
134,ALLENTOWN ROAD & COOLRIDGE ROAD,12
1168,STARS ENTRANCE GAYLORD HOTEL,12
146,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,12
596,Ft Washington Rd at Indian Head Hwy,12
806,Livingston Rd at Fort Alamo Pl,11
1004,Oxon Hill Rd at Oxon Hill Manor,11
1103,Ritchie Rd at Edgeworth Dr,11
1171,Saint Barnabas Rd at Bock Rd,11
993,Oxon Hill Rd at 6400 Clipper Way,11
145,ALLENTOWN ROAD & PLEASANT HILL DRIVE,11
1034,Pennsylvania Ave at Suitland Pkwy,11
782,Largo Dr at Kirkham Ln,11
1000,Oxon Hill Rd at Livingston Rd,10
443,Central Ave at Cabin Branch Rd,10
669,Hanover Pkwy at Lake Park Dr,10
960,Opp 3300 Pennsy Dr,10
1166,SOUTHERN AVENUE at OPP ROBERT YELDELL TOWER,10
1145,Riverdale Road and Opp. Calvert Park Apartments,10
1269,TUCKER ROAD & ARUNDEL ROAD,10
400,Brown Station Rd at Dille Dr,9
344,Brightseat Rd at Arena Dr (Campus Way),9
201,Allentown Rd at Robin Ln,9
450,Central Ave at Quire Ave,9
51,3807 Old Crain Hwy - opposite,9
969,Opp. 8214 Sheriff Rd,9
136,ALLENTOWN ROAD & GENNENE LANE,9
867,Mattowoman Beantown Rd at MTA Park and Ride Lot,9
727,Jericho City Dr at 8500 Jericho City Dr,9
712,INDIAN HEAD HIGHWAY & TALBERT STREET,8
468,Cheverly Ave at Belleview Ave,8
116,8210 Sheriff Rd,7
791,Largo Rd at Homestead Dr,7
1009,Oxon Hill Rd at Tanger Outlet,7
1128,Riverdale Rd at 5800 Block,7
700,Hillside Rd at Hillside Court #6,6
147,ALLENTOWN ROAD & TEMPLE HILL ROAD AM FS,5
735,John Rogers Blvd at Courtland Ln,5
910,OXON HILL ROAD AT LIVINGSTON RD,5
1006,Oxon Hill Rd at Pates Dr,4
862,Marlborough Dr at Old Marlboro Pike,4
137,ALLENTOWN ROAD & JOCELLE COURT,4
998,Oxon Hill Rd at Jollyn Rd,4
1195,Silver Hill Rd at Penn Station,4
141,ALLENTOWN ROAD & OLD BRANCH AVENUE,3
1001,Oxon Hill Rd at MGM Employment Center,3
1253,Stuart Ln at Topaz Court,3
1275,TUCKER ROAD & ROSE MARIE DRIVE,3
1271,TUCKER ROAD & MARIE DRIVE,3
504,Columbia Park Rd at Opp. ABC Supply Co.,3
732,John Rogers Blvd at Ascott Dr,3
1231,Springhill Dr at 6027 Springhill Dr,3
227,Ardwick-Ardmore Rd at UPS Building #8440,3
971,Opp. American Institute of Physics,2
1161,SOUTHERN AVENUE & OWENS ROAD,2
292,Belcrest Rd at PG Plaza Sta Entrance,2
721,Indian Head Highway at Oxon Farm Rd,2
1159,SOUTHERN AVENUE & E. MEADOW COURT,1
89,4410 Suitland Rd,1
809,Lords Landing Rd at Lord Fairfax Pl,1
158,ALLENTOWN WAY & ALLENTOWN ROAD,1
994,Oxon Hill Rd at Cresent Ridge Adult Day Health Center,1
29,2810 TUCKER ROAD,0
50,3807 Old Crain Hwy,0
919,Old Alexandria Ferry Rd at Poplar Hill Ln,0
1010,Oxon Hill Rd at Tor Bryan Rd,0
951,Old Marlboro at Mount Airy Ln,0
131,ALLENTOWN ROAD & BRINKLEY ROAD,0
135,ALLENTOWN ROAD & DODGE LANE,0
1273,TUCKER ROAD & RIDGEVALE AVENUE,0
